100,101.597,103.159,103.276,99.1666,97.02,99.8118,98.9807,97.8931,97.4724,97.5205,95.7732,97.1409,98.9312,95.7375,94.4256,97.5212,99.823,102.595,102.627,97.872,100.151,102.763,99.1765,100.46,98.0123,101.575,97.93,97.0761,97.1909,94.6634,95.0688,96.1475,94.3543,92.9677,93.0915,93.8277,92.956,93.963,93.3247,90.9997,91.5204,90.8767,90.4111,92.7444,90.2163,91.3463,92.4388,91.3326,89.8804,90.9743,92.3343,92.3219,93.5368,92.4116,91.5649,89.5732,89.266,89.205,89.2306,89.5048,89.1742,89.1544,87.1081,85.819,87.5995,88.1708,88.7362,87.7358,87.9925,91.9143,91.5717,89.0859,89.3098,87.6554,85.9001,88.1145,88.506,88.2884,86.9505,88.0081,89.0526,87.5474,84.7977,84.3936,83.3184,85.3369,84.8064,86.1543,86.5884,86.9474,86.9226,87.9571,91.0021,89.7574,87.3658,91.0655,90.9583,90.9873,89.7125,88.2139,
100,98.603,102.366,102.386,104.76,111.741,112.518,112.264,112.761,106.199,105.53,102.687,102.242,99.7475,100.942,100.522,104.759,107.571,106.195,106.251,108.812,112.086,116.724,115.237,118.679,117.199,115.355,116.542,118.77,117.292,117.546,118.061,114.995,112.802,115.672,115.148,117.606,119.943,122.727,122.846,122.202,125.01,127.051,126.038,123.931,122.23,123.818,127.457,125,126.501,126.291,124.462,126.022,126.956,129.683,131.379,128.235,129.51,128.785,124.408,127.681,125.547,128.407,127.695,129.713,130.996,129.064,131.566,132.455,137.037,135.514,134.845,136.239,135.208,134.178,142.261,143.501,143.212,142.806,145.231,143.416,139.425,139.084,138.294,137.171,139.426,139.185,140.401,139.407,139.994,135.824,135.527,137.874,134.317,138.902,138.104,144.588,149.892,151.56,151.433,153.064,
100,98.6519,97.6228,96.2249,97.5285,98.0122,97.3971,101.143,100.463,101.109,103.587,102.66,101.867,101.372,103.148,103.216,101.475,101.865,99.5423,99.672,100.452,102.676,104.68,104.564,101.267,100.24,100.498,98.5833,100.189,99.9619,99.245,98.5446,99.7296,102.002,104.665,104.782,104.766,103.526,103.336,100.097,99.8701,99.4449,101.921,105.026,106.397,108.945,109.274,111.337,107.423,109.132,109.728,111.731,112.714,111.983,113.03,113.472,115.115,118.374,115.152,114.967,116.2,112.001,109.5,112.554,108.072,109.577,110.1,112.347,112.139,110.011,109.711,110.782,109.546,113.107,109.307,109.216,109.737,111.256,109.655,110.956,110.092,108.71,107.706,106.068,108.246,110.854,109.666,110.537,110.708,111.025,113.127,116.524,116.354,117.48,119.145,116.226,116.697,114.945,119.044,116.027,114.494,
100,100.234,99.3807,102.685,102.73,102.785,103.16,103.648,103.304,104.412,105.655,108.957,109.973,107.514,107.616,108.959,110.511,111.08,107.778,108.529,108.55,106.887,106.16,108.503,108.535,109.097,111.074,112.063,112.347,115.2,114.252,111.28,110.534,106.992,109.059,110.102,107.362,107.282,108.88,110.256,113.092,114.113,107.606,107.033,105.61,105.193,109.924,114.506,112.95,112.791,109.418,111.615,110.773,110.072,110.817,111.009,114.292,113.203,115.93,114.704,115.231,118.899,119.389,120.742,117.35,120.976,117.608,120.369,119.704,118.324,124.124,126.207,126.954,127.705,128.558,132.432,132.076,133.151,134.744,137.16,141.413,142.944,148.599,152.884,152.845,148.163,149.211,146.418,147.275,143.713,145.207,140.979,137.301,136.987,137.152,140.45,139.234,137.605,142.571,145.678,146.139,
100,100.173,101.697,100.967,101.138,102.899,100.367,99.5948,102.477,103.635,103.054,99.5012,97.9296,99.2441,99.631,94.4574,95.7249,97.2234,99.642,99.2174,97.5045,99.5422,101.177,102.024,101.321,104.252,104.605,103.973,101.804,103.723,102.107,101.851,101.38,103.54,101.924,102.6,104.853,103.515,106.164,103.885,104.722,103.165,102.014,105.202,109.8,110.53,110.261,105.62,104.311,107.706,105.726,100.785,102.309,104.257,103.619,101.256,100.279,98.0437,95.5701,95.7882,96.589,98.3634,101.396,100.653,101.168,102.534,102.761,101.169,100.399,100.215,98.5751,99.3595,101.7,104.158,103.142,99.2794,102.457,105.304,105.762,104.554,103.343,105.624,100.996,101.197,102.447,103.367,106.581,104.845,104.435,102.932,103.973,101.588,101.353,100.432,102.41,101.532,99.7733,98.726,98.9944,98.1662,99.0111,
100,102.032,103.219,102.287,102.929,105.347,107.5,102.514,101.409,101.247,103.364,103.961,106.33,106.644,106.149,104.035,105.164,103.312,103.909,102.644,97.8145,96.8898,95.1277,95.6256,96.1254,94.7335,94.6678,91.7194,88.7004,90.5849,89.264,88.51,91.6251,94.6216,96.5981,98.2313,100.518,105.004,105.655,106.592,106.744,105.08,108.975,106.517,102.404,104.13,104.461,105.033,102.862,100.842,101.562,99.9094,99.4988,101.088,99.1276,97.1319,95.5345,95.7633,96.4849,96.7497,96.2372,97.3584,94.8962,95.7687,95.2134,94.4442,92.0612,91.4972,95.1156,97.2499,97.612,94.5101,93.683,93.9729,94.462,95.3961,93.0949,93.3404,94.8723,94.52,94.9243,95.8797,94.4819,95.3515,96.2689,95.5168,95.4139,94.7147,95.4329,97.2998,98.4278,95.6245,95.2926,93.2257,93.9668,95.0953,94.9575,93.3186,91.6837,93.1836,93.8636,
100,99.4215,100.945,105.433,106.923,106.232,105.586,104.244,102.432,98.9143,95.5168,96.4565,93.3334,95.151,95.3308,95.2663,94.7786,97.7176,101.975,99.7116,101.386,100.722,102.872,103.063,107.107,104.128,105.154,105.737,106.197,108.34,105.289,103.848,108.159,106.286,105.347,103.652,104.147,105.325,109.239,110.599,109.563,111.95,110.873,115.784,111.899,112.125,115.272,112.595,113.081,114.782,114.016,115.193,112.993,113.054,109.858,111.418,113.964,115.865,116.223,113.866,119.038,115.479,116.207,114.724,114.037,114.115,115.394,113.478,110.785,113.756,116.635,118.333,116.26,114.757,119.679,117.46,116.044,111.883,108.648,111.201,112.502,113.556,111.528,110.946,116.131,111.967,110.313,112.715,110.863,113.629,114.262,119.315,122.258,125.439,123.498,125.152,121.565,122.965,123.144,123.275,124.986,
100,100.448,104.084,103.617,103.958,104.562,103.963,104.967,98.4265,98.8556,99.2964,97.2336,97.8158,98.2598,99.7939,99.9861,100.928,97.4466,98.7983,100.826,101.106,104.517,105.978,108.438,105.19,107.297,105.814,104.541,107.589,111.421,109.971,108.382,107.383,106.23,103.712,106.23,106.212,108.411,103.834,106.719,109.442,108.81,106.745,107.954,108.996,109.946,109.567,107.473,108.976,107.945,112.079,111.214,108.261,104.929,102.281,103.938,103.098,99.4363,98.2823,97.3537,95.5688,93.7186,92.6665,90.7563,92.3437,89.3796,86.6903,88.3902,88.3943,88.3443,88.2723,89.7141,89.8182,91.3888,94.8147,95.4243,94.922,97.0335,98.6962,97.2658,97.2885,98.2213,100.397,99.3743,99.8881,99.3691,100.879,100.198,98.6949,100.549,101.29,102.42,100.336,101.913,99.6795,99.5029,103.023,106.535,107.878,106.125,103.109,
100,100.25,98.9066,97.9249,99.196,100.125,99.0228,101.492,102.255,101.399,100.64,98.3197,102.55,103.177,104.513,104.864,107.032,105.714,106.611,108.149,112.29,112.881,112.344,108.501,110.264,108.323,110.573,106.94,111.966,110.595,112.324,116.229,119.504,115.971,112.145,111.81,109.09,105.005,104.207,106.043,108.923,108.004,108.562,109.034,109.562,107.091,108.489,108.953,107.743,108.079,105.651,106.08,105.46,105.169,106.853,109.64,109.709,109.568,108.174,105.65,103.599,105.165,102.4,103.954,104.79,107.316,108.525,107.065,105.044,109.709,107.703,105.515,107.047,108.46,106.869,106.735,108.836,114.164,113.884,106.857,103.475,102.508,103.203,101.846,103.748,103.486,104.293,106.795,105.27,101.153,99.8101,100.26,103.51,100.789,101.826,101.026,99.134,98.8954,98.8453,100.96,99.7798,
100,99.7916,98.1436,98.5087,98.2662,98.602,96.4641,98.3258,99.9031,100.693,98.9872,95.7931,97.9014,100.279,104.25,104,103.431,101.425,101.191,100.57,101.624,102.512,104.7,106.152,103.932,104.237,104.323,104.788,102.929,106.161,103.128,103.941,104.128,107.82,105.842,107.245,105.269,101.878,97.8794,99.7053,96.0128,95.7084,92.2366,89.7751,90.8988,91.9717,93.8117,92.1214,93.3748,92.008,95.3056,95.3204,94.9498,93.9321,98.0143,97.2859,100.712,103.779,102.448,100.114,97.0151,97.1554,95.3273,94.5148,98.0512,100.09,98.5738,97.5196,95.1745,91.9337,93.899,94.3487,92.6716,93.4624,92.936,95.4088,97.7945,94.9287,94.1707,95.5592,92.265,92.9256,92.5984,92.1746,95.4649,98.8834,99.8248,97.2661,96.1395,99.6749,98.0408,96.9201,97.5463,97.7695,98.3062,98.6005,95.9704,94.4194,93.0533,93.1439,96.7819,
